Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","10868","69","New Jersey","12/26/2023","$2,000.00","$2,000.00","505-General Scholarship Fund","New Campaign","$10,500.00","6","Credit Card","NetCommunity Donations","6/30/1983","$200.00","11/4/2024","$1,500.00"
"Individual","11011","62","New Jersey","12/1/2020","$775.51","$775.51","505-General Scholarship Fund","New Campaign","$3,589.48","4","Credit Card","Mobile Cause","12/20/2018","$500.00","4/6/2022","$500.00"
"Individual","11011","62","New Jersey","4/7/2021","$1,538.46","$1,538.46","505-General Scholarship Fund","New Campaign","$3,589.48","4","Credit Card","Mobile Cause","12/20/2018","$500.00","4/6/2022","$500.00"
"Individual","10235","64","New Jersey","4/6/2022","$1,500.00","$1,500.00","505-General Scholarship Fund","New Campaign","$7,000.00","3","Credit Card","","6/30/1984","$10.00","8/20/2024","$1,500.00"
"Individual","10315","59","Colorado","8/11/2021","$125.00","$125.00","505-General Scholarship Fund","New Campaign","$400.00","4","Credit Card","NetCommunity Donations","6/30/1988","$100.00","2/27/2024","$50.00"
"Individual","10315","59","Colorado","11/7/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$400.00","4","Credit Card","NetCommunity Donations","6/30/1988","$100.00","2/27/2024","$50.00"
"Individual","10315","59","Colorado","6/10/2019","$125.00","$125.00","505-General Scholarship Fund","New Campaign","$400.00","4","Credit Card","NetCommunity Donations","6/30/1988","$100.00","2/27/2024","$50.00"
"Individual","10315","59","Colorado","2/27/2024","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$400.00","4","Credit Card","NetCommunity Donations","6/30/1988","$100.00","2/27/2024","$50.00"
"Individual","10235","64","New Jersey","4/10/2024","$3,000.00","$1,500.00","505-General Scholarship Fund","New Campaign","$7,000.00","3","Credit Card","SPD Gifts as of 4.16.24","6/30/1984","$10.00","8/20/2024","$1,500.00"
"Individual","10055","72","New Jersey","5/3/2021","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$4,222.18","18","Credit Card","NetCommunity Donations","6/30/1974","$10.00","9/23/2024","$300.00"
"Individual","10055","72","New Jersey","4/6/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$4,222.18","18","Credit Card","Mobile Cause","6/30/1974","$10.00","9/23/2024","$300.00"
"Individual","10055","72","New Jersey","6/18/2024","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$4,222.18","18","Credit Card","","6/30/1974","$10.00","9/23/2024","$300.00"
"Individual","10055","72","New Jersey","4/9/2024","$257.18","$257.18","505-General Scholarship Fund","New Campaign","$4,222.18","18","Credit Card","SPD Gifts as of 4.16.24","6/30/1974","$10.00","9/23/2024","$300.00"
"Individual","14205","68","New Jersey","4/7/2021","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$50.00","2","Credit Card","","6/30/1985","$40.00","10/24/2024","$25.00"
"Individual","13518","72","New Jersey","3/31/2022","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$50.00","2","Credit Card","","6/30/1980","$10.00","3/22/2024","$100.00"
"Individual","13604","72","New Jersey","10/15/2019","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","6/16/1993","$100.00","4/3/2024","$2,500.00"
"Individual","13438","","Georgia","3/31/2021","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$500.00","1","Credit Card","Mobile Cause","6/30/1975","$10.00","12/2/2024","$500.00"
"Individual","14111","72","Virginia","4/7/2021","$102.56","$102.56","505-General Scholarship Fund","New Campaign","$508.83","5","Credit Card","Mobile Cause","6/30/1983","$10.00","4/12/2024","$102.87"
"Individual","14257","63","New Jersey","12/1/2020","$103.40","$103.40","505-General Scholarship Fund","New Campaign","$1,603.40","16","Credit Card","Mobile Cause","6/30/1984","$50.00","12/3/2024","$75.00"
"Individual","14257","63","New Jersey","11/28/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$1,603.40","16","Credit Card","Almabase - Giving Tuesday","6/30/1984","$50.00","12/3/2024","$75.00"
"Individual","14257","63","New Jersey","11/29/2022","$75.00","$75.00","505-General Scholarship Fund","New Campaign","$1,603.40","16","Credit Card","NetCommunity Donations","6/30/1984","$50.00","12/3/2024","$75.00"
"Individual","4911","63","New Jersey","5/3/2019","$1,500.00","$1,500.00","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","Mobile Pay Transactions H&M 5/3","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","4911","63","New Jersey","11/28/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","Almabase - Giving Tuesday","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","4911","63","New Jersey","4/7/2021","$256.41","$256.41","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","Mobile Cause","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","2383","69","New Jersey","9/30/2019","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$3,950.00","4","Credit Card","NetCommunity Event Registration Fees","6/30/1979","$100.00","3/15/2023","$2,500.00"
"Individual","1628","78","New Jersey","12/1/2020","$103.40","$103.40","505-General Scholarship Fund","New Campaign","$1,385.96","12","Credit Card","Mobile Cause","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","3070","71","New Jersey","4/7/2021","$102.56","$102.56","505-General Scholarship Fund","New Campaign","$102.56","1","Credit Card","Mobile Cause","6/30/1979","$5.00","4/7/2021","$102.56"
"Individual","2280","81","Louisiana","12/30/2018","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$600.00","6","Credit Card","NetCommunity Donations","1/1/1960","$850.00","12/23/2023","$100.00"
"Individual","1628","78","New Jersey","5/13/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,385.96","12","Credit Card","NetCommunity Donations","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1387","56","New Jersey","11/26/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$100.00","2","Credit Card","","3/5/1994","$25.00","11/25/2022","$50.00"
"Individual","1628","78","New Jersey","4/7/2021","$102.56","$102.56","505-General Scholarship Fund","New Campaign","$1,385.96","12","Credit Card","Mobile Cause","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1628","78","New Jersey","11/30/2021","$150.00","$150.00","505-General Scholarship Fund","New Campaign","$1,385.96","12","Credit Card","","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1333","63","Florida","4/5/2023","$150.00","$150.00","505-General Scholarship Fund","New Campaign","$908.50","4","Credit Card","NetCommunity Donations","6/30/1985","$12.00","6/26/2024","$250.00"
"Individual","1084","76","Florida","4/7/2021","$25.64","$25.64","505-General Scholarship Fund","New Campaign","$1,051.49","4","Credit Card","Mobile Cause","6/30/1981","$50.00","5/20/2024","$500.00"
"Individual","1084","76","Florida","6/2/2021","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$1,051.49","4","Credit Card","","6/30/1981","$50.00","5/20/2024","$500.00"
"Individual","815","","New Jersey","11/30/2020","$5.00","$5.00","505-General Scholarship Fund","New Campaign","$5.00","1","Credit Card","Mobile Cause ","11/30/2020","$5.00","11/30/2020","$5.00"
"Individual","428","74","New York","11/29/2022","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","6/30/1974","$15.00","9/13/2024","$20.00"
"Individual","5990","66","Florida","4/7/2021","$51.28","$51.28","505-General Scholarship Fund","New Campaign","$126.28","3","Credit Card","Mobile Cause","4/4/1993","$50.00","4/6/2022","$50.00"
"Individual","5990","66","Florida","11/30/2021","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$126.28","3","Credit Card","","4/4/1993","$50.00","4/6/2022","$50.00"
"Individual","5615","","Illinois","12/1/2020","$51.70","$51.70","505-General Scholarship Fund","New Campaign","$1,932.55","8","Credit Card","Mobile Cause","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5592","67","Florida","3/2/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$75.00","2","Credit Card","NetCommunity Donations","6/30/1991","$2.32","3/2/2021","$50.00"
"Individual","5151","70","New Jersey","4/6/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$400.85","5","Credit Card","Mobile Cause","6/30/1975","$10.00","6/25/2024","$150.00"
"Individual","5163","67","New Jersey","5/11/2023","$1,000.00","$1,000.00","505-General Scholarship Fund","New Campaign","$1,600.00","3","Credit Card","H&M Mobile Pay","11/21/2002","$150.00","5/29/2024","$250.00"
"Individual","5186","75","Maryland","11/29/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$800.00","6","Credit Card","Almabase - Giving Tuesday","6/30/1973","$10.00","12/3/2024","$205.74"
"Individual","4911","63","New Jersey","4/6/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","5123","80","New Jersey","12/29/2021","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$2,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$150.00","1/28/2024","$500.00"
"Individual","4911","63","New Jersey","11/30/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","4911","63","New Jersey","12/1/2020","$103.40","$103.40","505-General Scholarship Fund","New Campaign","$3,998.74","20","Credit Card","Mobile Cause","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","6651","70","New Jersey","11/29/2022","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$328.40","8","Credit Card","NetCommunity Donations","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6651","70","New Jersey","4/6/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$328.40","8","Credit Card","Mobile Cause","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6651","70","New Jersey","12/1/2020","$51.70","$51.70","505-General Scholarship Fund","New Campaign","$328.40","8","Credit Card","Mobile Cause","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6660","70","Georgia","4/7/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$225.85","3","Credit Card","Mobile Cause","2/11/1994","$100.00","4/6/2022","$150.00"
"Individual","6674","69","New Jersey","12/30/2021","$150.00","$150.00","505-General Scholarship Fund","New Campaign","$615.10","5","Credit Card","","6/30/1979","$10.00","12/13/2023","$100.00"
"Individual","6308","86","New Jersey","4/6/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,180.96","10","Credit Card","Mobile Cause","1/1/1960","$472.00","12/2/2024","$100.00"
"Individual","6308","86","New Jersey","11/30/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,180.96","10","Credit Card","","1/1/1960","$472.00","12/2/2024","$100.00"
"Individual","6308","86","New Jersey","12/1/2020","$103.40","$103.40","505-General Scholarship Fund","New Campaign","$1,180.96","10","Credit Card","Mobile Cause","1/1/1960","$472.00","12/2/2024","$100.00"
"Individual","7058","72","New Jersey","4/6/2022","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$75.00","2","Credit Card","","6/30/1975","$10.00","6/5/2024","$50.00"
"Individual","7387","86","New Jersey","9/28/2018","$1,000.00","$1,000.00","505-General Scholarship Fund","New Campaign","$3,040.00","4","Credit Card","","1/1/1960","$1,140.00","9/17/2020","$25,000.00"
"Individual","7141","73","New Jersey","4/5/2023","$5,000.00","$5,000.00","505-General Scholarship Fund","New Campaign","$20,000.00","4","Credit Card","NetCommunity Donations","6/30/1972","$25.00","6/29/2024","$100,000.00"
"Individual","7965","81","South Carolina","3/14/2022","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$550.00","11","Credit Card","","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","7965","81","South Carolina","1/10/2024","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$550.00","11","Credit Card","NetCommunity Donations","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","7965","81","South Carolina","10/27/2020","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$550.00","11","Credit Card","","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","8100","74","New Jersey","4/7/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$400.00","4","Credit Card","Mobile Cause","6/30/1972","$100.00","9/26/2024","$20.00"
"Individual","395430","31","New Jersey","5/11/2023","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$1,964.52","21","Credit Card","H&M Mobile Pay","11/30/2016","$10.00","11/15/2024","$62.50"
"Individual","6574","74","Arizona","1/12/2021","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$750.00","3","Credit Card","","6/30/1979","$10.00","10/14/2024","$500.00"
"Individual","394257","","New Jersey","6/10/2020","$20.20","$20.20","505-General Scholarship Fund","New Campaign","$20.20","1","Credit Card","","11/28/2015","$10.00","6/10/2020","$20.20"
"Individual","11280","70","Maine","12/19/2018","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$300.00","6","Credit Card","NetCommunity Donations (re-enter)","6/16/1993","$20.00","12/22/2023","$50.00"
"Individual","11280","70","Maine","12/22/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$300.00","6","Credit Card","NetCommunity Donations","6/16/1993","$20.00","12/22/2023","$50.00"
"Individual","11280","70","Maine","12/12/2022","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$300.00","6","Credit Card","NetCommunity Donations","6/16/1993","$20.00","12/22/2023","$50.00"
"Individual","11280","70","Maine","12/10/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$300.00","6","Credit Card","NetCommunity Donations","6/16/1993","$20.00","12/22/2023","$50.00"
"Individual","47684","45","New Jersey","11/28/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$600.00","2","Credit Card","Almabase - Giving Tuesday","3/21/2001","$21.00","11/28/2023","$100.00"
"Individual","395430","31","New Jersey","4/29/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$1,964.52","21","Credit Card","NetCommunity Donations","11/30/2016","$10.00","11/15/2024","$62.50"
"Individual","395474","","New Jersey","4/8/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$50.00","1","Credit Card","Mobile Cause","4/8/2021","$50.00","4/8/2021","$50.00"
"Individual","3019","","New Jersey","7/15/2021","$300.00","$300.00","505-General Scholarship Fund","New Campaign","$1,025.00","4","Credit Card","NetCommunity Donations","6/30/1981","$10.00","7/15/2021","$300.00"
"Individual","3717","68","New York","4/6/2021","$102.56","$102.56","505-General Scholarship Fund","New Campaign","$555.96","4","Credit Card","Mobile Cause","2/11/2003","$125.00","8/14/2024","$25.00"
"Individual","3757","63","Maryland","11/30/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$401.28","7","Credit Card","","6/30/1985","$10.00","7/26/2023","$50.00"
"Individual","3757","63","Maryland","4/7/2021","$51.28","$51.28","505-General Scholarship Fund","New Campaign","$401.28","7","Credit Card","Mobile Cause","6/30/1985","$10.00","7/26/2023","$50.00"
"Individual","408104","","New Jersey","6/20/2023","$2,750.00","$2,750.00","505-General Scholarship Fund","New Campaign","$2,750.00","1","Credit Card","NetCommunity Donations","6/20/2023","$2,750.00","6/20/2023","$2,750.00"
